日期,标题,链接,浏览次数
2018-09-10,【新华社】全国优秀教师林崇德：“严在当严处，爱在细微中”,http://news.bnu.edu.cn/zx/ttgz/105759.htm,159
2018-09-10,北师大举行教师节表彰大会 重奖“四有”好老师,http://news.bnu.edu.cn/zx/ttgz/105761.htm,996
2018-09-09,北师大召开2018年专业技术高级岗位聘任大会,http://news.bnu.edu.cn/zx/ttgz/105762.htm,731
2018-09-09,【光明日报】大写的先生——“四有好老师”奖励计划颁奖典礼侧记,http://news.bnu.edu.cn/zx/ttgz/105763.htm,421
2018-11-12,北师大召开党委巡察工作启动大会暨第一轮巡察工作动员部署会,http://news.bnu.edu.cn/zx/ttgz/105724.htm,1067
2018-09-08,“四有好老师”奖励计划颁奖典礼在北京师范大学隆重举行,http://news.bnu.edu.cn/zx/ttgz/105764.htm,641
2018-09-06,【中国教育报】周作宇：大学的新形态与卓越追求,http://news.bnu.edu.cn/zx/ttgz/105766.htm,461
2018-09-06,北师大党委理论学习中心组专题学习贯彻习近平总书记给中央美术学院老教授重要回信精神,http://news.bnu.edu.cn/zx/ttgz/105765.htm,389
2018-09-05,第四届中国教育创新成果公益博览会新闻发布会在北师大举行,http://news.bnu.edu.cn/zx/ttgz/105767.htm,491
2018-09-03,北师大举行2018级新生开学典礼,http://news.bnu.edu.cn/zx/ttgz/105750.htm,431
2018-09-03,董奇校长寄语2018级新生：创造网络时代的美好大学时光,http://news.bnu.edu.cn/zx/ttgz/105749.htm,262
2018-09-02,北师大喜迎2018级新生报到,http://news.bnu.edu.cn/zx/ttgz/103836.htm,6151
2018-08-31,北师大召开2018年暑期干部会议部署新学期工作,http://news.bnu.edu.cn/zx/ttgz/103813.htm,1384
2018-08-30,北师大赵朝峰教授获评高校思想政治理论课教师2017年度影响力人物,http://news.bnu.edu.cn/zx/ttgz/103723.htm,1101
2018-08-29,北师大胡必亮教授参加推进“一带一路”建设工作5周年座谈会,http://news.bnu.edu.cn/zx/ttgz/103698.htm,379
2018-08-27,北师大心理学部国际创新创业教育大会暨中美青年创客交流中心揭牌仪式举办,http://news.bnu.edu.cn/zx/ttgz/103676.htm,706
2018-08-28,关于“四有好老师”奖励计划评选结果的公告,http://news.bnu.edu.cn/zx/ttgz/103643.htm,454
2018-08-27,健全基础教育质量保障体系的探索——国家义务教育质量监测报告诞生记,http://news.bnu.edu.cn/zx/ttgz/103576.htm,651
2018-08-18,【光明日报】董奇：质量监测如何为教育把好脉,http://news.bnu.edu.cn/zx/ttgz/103572.htm,619
2018-07-30,全国首次专业学位水平评估结果公布 北师大教育硕士获评A+,http://news.bnu.edu.cn/zx/ttgz/103570.htm,401
2018-07-26,北师大与青海省人民政府签署战略合作框架协议,http://news.bnu.edu.cn/zx/ttgz/103568.htm,580
2018-07-25,我国首份《中国义务教育质量监测报告》发布,http://news.bnu.edu.cn/zx/ttgz/103566.htm,596
2018-07-22,2018全球人工智能与教育大数据峰会圆满落幕,http://news.bnu.edu.cn/zx/ttgz/103564.htm,557
2018-07-20,国家义务教育质量监测结果应用试验区工作会在京召开,http://news.bnu.edu.cn/zx/ttgz/103562.htm,458
2018-07-19,纪念马克思诞辰200周年专题研讨会暨第四届思想政治教育创新发展学术研讨会在北师大举办,http://news.bnu.edu.cn/zx/ttgz/103560.htm,402
2018-07-19,北师大二附中主办第四届中学生中华传统文化传承高端论坛,http://news.bnu.edu.cn/zx/ttgz/103558.htm,334
2018-07-16,“中国好老师”公益行动计划2018全国育人论坛奏响行动最强音,http://news.bnu.edu.cn/zx/ttgz/103556.htm,168
2018-07-16,晁福林：把握和传承好“变则通”思想,http://news.bnu.edu.cn/zx/ttgz/103554.htm,147
2018-07-14,中国儿童青少年脑智研究全国联盟全国协作研究进展交流暨“讯飞教育脑计划”发布会在北师大召开,http://news.bnu.edu.cn/zx/ttgz/103552.htm,201
2018-07-13,葛剑平：从国土治理和生态安全视角谋划自然保护地体系,http://news.bnu.edu.cn/zx/ttgz/103550.htm,182
2018-07-11,中国的希望在教育丨北师大师生深切缅怀田家炳先生,http://news.bnu.edu.cn/zx/ttgz/103548.htm,201
2018-07-10,北师大主办生态文明贵阳国际论坛2018年年会之“创新发展与绿色转型”高峰会,http://news.bnu.edu.cn/zx/ttgz/103546.htm,296
2018-07-09,程建平一行看望贵州校友代表,http://news.bnu.edu.cn/zx/ttgz/103544.htm,222
2018-07-09,第八届中国社会治理论坛在北师大举行,http://news.bnu.edu.cn/zx/ttgz/103542.htm,190
2018-07-09,北师大各级党组织积极开展全面从严治党主题教育活动,http://news.bnu.edu.cn/zx/ttgz/103540.htm,198
2018-07-06,我国著名放射化学和放射性药物化学家刘伯里院士逝世,http://news.bnu.edu.cn/zx/ttgz/102326.htm,163
2018-07-05,行为世范 伯里春秋：沉痛悼念刘伯里院士,http://news.bnu.edu.cn/zx/ttgz/102325.htm,145
2018-07-04,冯刚：新媒体时代青少年思想政治教育的特点和规律,http://news.bnu.edu.cn/zx/ttgz/102327.htm,176
2018-07-03,北师大获准42项2018年度国家社科基金项目,http://news.bnu.edu.cn/zx/ttgz/102329.htm,219
2018-07-02,北师大举行纪念建党97周年“七一”升旗仪式暨学生党员集体宣誓活动,http://news.bnu.edu.cn/zx/ttgz/102330.htm,325
2018-06-28,北师大获评53项2017年北京市教育教学成果奖,http://news.bnu.edu.cn/zx/ttgz/102331.htm,386
2018-06-28,北师大党委理论学习中心组集体参观全面从严治党、李大钊与北师大主题展览,http://news.bnu.edu.cn/zx/ttgz/102332.htm,287
2018-06-27,2018届本科毕业生张慧：四载求索，何以为师？,http://news.bnu.edu.cn/zx/ttgz/102333.htm,457
2018-06-27,2018届博士毕业生袁方龙：在北师大学到的“三种精神”,http://news.bnu.edu.cn/zx/ttgz/102334.htm,296
2018-06-27,董奇校长寄语2018届研究生毕业生：做一个有韧性的人,http://news.bnu.edu.cn/zx/ttgz/102335.htm,189
2018-06-27,柳斌杰学长寄语2018届研究生毕业生：让青春插上理想和奋斗的翅膀,http://news.bnu.edu.cn/zx/ttgz/102336.htm,164
2018-06-26,颜芳学长寄语2018届本科毕业生：有一种努力叫“刻骨铭心”,http://news.bnu.edu.cn/zx/ttgz/102337.htm,184
2018-06-26,董奇校长寄语2018届本科毕业生：做一个有故事的人,http://news.bnu.edu.cn/zx/ttgz/102338.htm,210
2018-06-26,北师大师生赴柬埔寨开展“中柬建交60周年”系列主题文化交流活动,http://news.bnu.edu.cn/zx/ttgz/102339.htm,201
2018-06-25,中国教师教育精准帮扶大型公益活动 “启师·沃土计划” “三区三州”区县教师教育新体系建设暨教师教育能力提升高级研修项目启动仪式在京举行,http://news.bnu.edu.cn/zx/ttgz/102340.htm,94
2018-06-24,让教师成为太阳底下最光辉的职业：2018年“四有好老师”奖励计划寻访出征仪式暨新闻发布会在北师大举办,http://news.bnu.edu.cn/zx/ttgz/102341.htm,179
2018-06-29,北师大召开庆祝中国共产党成立97周年暨表彰大会,http://news.bnu.edu.cn/zx/ttgz/102342.htm,185
2018-06-22,把握马克思主义学科发展的时代特征 ——马克思主义学科建设前沿问题研讨会综述,http://news.bnu.edu.cn/zx/ttgz/102343.htm,86
2018-06-22,化学学院两课题组在《自然-通讯》发表重量级研究成果,http://news.bnu.edu.cn/zx/ttgz/102344.htm,201
2018-06-20,北京师范大学第十届“最受本科生欢迎的十佳教师”颁奖典礼落幕,http://news.bnu.edu.cn/zx/ttgz/102345.htm,152
2018-06-19,“乡村振兴与社会治理”研讨会在浙江诸暨召开,http://news.bnu.edu.cn/zx/ttgz/102346.htm,185
2018-06-15,北师大参与中国暗物质实验合作组发表世界领先成果,http://news.bnu.edu.cn/zx/ttgz/102347.htm,169
2018-06-11,凝心聚力、深化落实，加快推进中国特色世界一流大学建设——北师大第七届教代会暨第十五次工代会胜利召开,http://news.bnu.edu.cn/zx/ttgz/102348.htm,152
2018-06-11,《印象·改革开放：看中国·外国青年影像计划》入选上合组织成员国元首理事会第十八次会议专门用书,http://news.bnu.edu.cn/zx/ttgz/102349.htm,189
2018-06-08, “首都当代中国马克思主义论坛·2018”在北师大举行,http://news.bnu.edu.cn/zx/ttgz/102350.htm,157
2018-06-08,“四有好老师”奖励计划评选公告,http://news.bnu.edu.cn/zx/ttgz/102351.htm,201
2018-06-07,《中国改革为什么能成功》新书发布暨座谈会在北师大举行,http://news.bnu.edu.cn/zx/ttgz/102352.htm,585
2018-06-07,天文系成果入选2017年度“十大天文科技进展”,http://news.bnu.edu.cn/zx/ttgz/102353.htm,281
2018-06-06,超级计算机应用，这个团队的成果被习总书记在两院院士大会上点赞,http://news.bnu.edu.cn/zx/ttgz/102354.htm,425
2018-06-06,北师大虎豹研究团队在陕西和山西林区监测到华北豹野生种群,http://news.bnu.edu.cn/zx/ttgz/102355.htm,299
2018-05-22,北京师范大学获得IMA高等教育认证,http://news.bnu.edu.cn/zx/ttgz/102382.htm,420
2018-06-06,第三届中国VR/AR创作大赛开幕式暨中国VR/AR全球战略发展论坛举行,http://news.bnu.edu.cn/zx/ttgz/102356.htm,276
2018-06-04,木铎传声教化远——听听北师大“青椒”们的教学经,http://news.bnu.edu.cn/zx/ttgz/102357.htm,411
2018-06-06,青海省委领导来北师大对接省校全面合作事宜,http://news.bnu.edu.cn/zx/ttgz/102358.htm,426
2018-06-01,师大情深言难表：听听教龄满三十年“名师大家”的心里话,http://news.bnu.edu.cn/zx/ttgz/102359.htm,209
2018-06-01,首都百万师生同上一堂课 北师大专家讲师团精彩开讲,http://news.bnu.edu.cn/zx/ttgz/102360.htm,208
2018-06-04,2018学术前沿论坛：把握新时代全国文化中心建设的新使命与新思路,http://news.bnu.edu.cn/zx/ttgz/102361.htm,197
2018-05-31,北师大6位教师入选2017年度“长江学者奖励计划”,http://news.bnu.edu.cn/zx/ttgz/102362.htm,447
2018-05-31,沈湘平：底线思维的政治哲学解读和人生哲学启示,http://news.bnu.edu.cn/zx/ttgz/102328.htm,314
2018-05-31,檀传宝：“在地图上旅行”，让青少年亲近一个真实伟大的中国,http://news.bnu.edu.cn/zx/ttgz/102363.htm,160
2018-05-30,基层工会组织建设成果：北京市教育系统“先进职工小家”巡礼,http://news.bnu.edu.cn/zx/ttgz/102364.htm,298
2018-05-30,“首都百万师生同上一堂课”北京师范大学专场精彩开讲,http://news.bnu.edu.cn/zx/ttgz/102365.htm,175
2018-05-30,认知神经科学与学习国家重点实验室集中产出高质量学术成果,http://news.bnu.edu.cn/zx/ttgz/102366.htm,207
2018-05-30,来北师大过暑假！2018年优秀大学生夏令营火热报名中,http://news.bnu.edu.cn/zx/ttgz/102367.htm,441
2018-05-30,做“四有”好老师的模范践行者：近年来师德榜样选树情况概览,http://news.bnu.edu.cn/zx/ttgz/102368.htm,405
2018-05-29,史培军教授创新群体论文入选Springer Nature“改变世界，一刊一文”行动精选论文,http://news.bnu.edu.cn/zx/ttgz/102369.htm,277
2018-05-29,王秀梅：新时代法官的重要使命,http://news.bnu.edu.cn/zx/ttgz/102370.htm,250
2018-05-26,北师大设立惠妍教育基金 助力高素质国际化教育人才培养,http://news.bnu.edu.cn/zx/ttgz/102371.htm,154
2018-05-26,北师大教授张同道导演、央视出品纪录片《文学的故乡》首映,http://news.bnu.edu.cn/zx/ttgz/102372.htm,164
2018-05-25,北师大国家手语和盲文研究中心主持制定的《国家通用手语常用词表》发布,http://news.bnu.edu.cn/zx/ttgz/102373.htm,159
2018-05-24,北师大党委举办学习贯彻党的十九大精神专题培训班,http://news.bnu.edu.cn/zx/ttgz/102374.htm,225
2018-05-24,北师大党委理论学习中心组专题学习习近平总书记在纪念马克思诞辰200周年大会和中共中央政治局第五次集体学习时的重要讲话精神,http://news.bnu.edu.cn/zx/ttgz/102375.htm,166
2018-05-24,第二届中国艺术与传媒学术期刊主编论坛在北师大举行,http://news.bnu.edu.cn/zx/ttgz/102376.htm,235
2018-05-23,China Daily ：China from behind the lens,http://news.bnu.edu.cn/zx/ttgz/102377.htm,200
2018-05-23,中国教师报：让课后服务成为“营养餐”,http://news.bnu.edu.cn/zx/ttgz/102378.htm,151
2018-05-22,“共创共享 美好未来” 北师大举办第三届 “环球校园”国际文化节,http://news.bnu.edu.cn/zx/ttgz/102379.htm,331
2018-05-22,北京师范大学第三十次学生代表大会和第二十次研究生代表大会胜利召开,http://news.bnu.edu.cn/zx/ttgz/102380.htm,265
2018-05-21,全国教师志愿服务联盟课后服务工作推进会在渝召开,http://news.bnu.edu.cn/zx/ttgz/102381.htm,189
2018-05-21,首都大学生“新时代·心梦想·心健康”心理情景剧大赛决赛在北师大举办,http://news.bnu.edu.cn/zx/ttgz/102383.htm,276
2018-05-21,第二届中国系统科学大会（CSSC2018）在京举行,http://news.bnu.edu.cn/zx/ttgz/102384.htm,156
2018-05-20,北师大举办2018年校园开放日活动,http://news.bnu.edu.cn/zx/ttgz/102385.htm,216
2018-05-18,打造高水平本科实验教学平台 助力学校“双一流”建设 ———北师大加强教学实验室建设掠影,http://news.bnu.edu.cn/zx/ttgz/102386.htm,260
2018-05-15,北师大国际写作中心成立五周年纪念仪式暨“世界视野、人文传统与当代中国的文学教育主题论坛”举办,http://news.bnu.edu.cn/zx/ttgz/102387.htm,332
2018-05-14,陶大镛先生百年诞辰纪念研讨会暨新时代理论经济学学科建设论坛召开,http://news.bnu.edu.cn/zx/ttgz/102388.htm,291
2018-05-14,杨耕：在实践中感悟和把握马克思主义的真理力量 ——纪念《实践是检验真理的唯一标准》发表40周年,http://news.bnu.edu.cn/zx/ttgz/102389.htm,177
2018-05-11,“灾后中小学生心理疏导研究”经验推广暨阿坝州首届心理骨干教师培训在汶川举办,http://news.bnu.edu.cn/zx/ttgz/102390.htm,207
2018-05-09,北师大2018年校园开放日暨本科招生咨询活动预告,http://news.bnu.edu.cn/zx/ttgz/102391.htm,159
2018-05-11,2018年“诚信点亮中国”全国巡回活动启动仪式暨青年诚信建设推进会议在北师大举行,http://news.bnu.edu.cn/zx/ttgz/102392.htm,150
2018-05-10,汶川地震后灾害治理的十年演进：四川经验与中国模式,http://news.bnu.edu.cn/zx/ttgz/102393.htm,205
2018-05-09,无体育，不教育 ——北师大基础教育合作办学平台全员体育育人成果展示,http://news.bnu.edu.cn/zx/ttgz/102394.htm,251
2018-05-09,光明日报：为中国电影的未来积蓄力量——第25届北京大学生电影节印象,http://news.bnu.edu.cn/zx/ttgz/102395.htm,153
2018-05-08,史培军：除害兴利并举，再造多个新“都江堰工程”,http://news.bnu.edu.cn/zx/ttgz/102396.htm,186
2018-05-08,北师大2017年度国家自然科学基金项目立项再创佳绩 国家重大科研仪器研制项目类型实现零突破,http://news.bnu.edu.cn/zx/ttgz/102397.htm,241
2018-05-07,第二十五届北京大学生电影节闭幕,http://news.bnu.edu.cn/zx/ttgz/102398.htm,156
2018-05-05,北师大组织师生代表观看纪念马克思诞辰200周年大会并召开专家座谈会学习研讨习近平总书记重要讲话精神,http://news.bnu.edu.cn/zx/ttgz/102399.htm,141
2018-05-03,石中英：重温马克思的教育思想｜纪念马克思诞辰200周年,http://news.bnu.edu.cn/zx/ttgz/102400.htm,322
2018-05-03,北师大党委理论学习中心组专题学习习近平总书记考察北京大学重要讲话精神,http://news.bnu.edu.cn/zx/ttgz/102401.htm,226
2018-05-03,张雁云：教学是个体力活，更是个良心活,http://news.bnu.edu.cn/zx/ttgz/102402.htm,304
2018-05-02,写在叶尔羌河畔的青春故事——北师大公费师范生古丽加汗·艾买提成长纪实,http://news.bnu.edu.cn/zx/ttgz/102403.htm,230
2018-05-03,习近平在北京大学师生座谈会上的讲话,http://news.bnu.edu.cn/zx/ttgz/102404.htm,153
2018-05-03,程建平：不断强化师范院校的教师教育办学特色,http://news.bnu.edu.cn/zx/ttgz/102405.htm,223
2018-05-03,2018年“中国好老师”公益行动计划省级工作推进会在京举行,http://news.bnu.edu.cn/zx/ttgz/102406.htm,309
2018-05-02,北师大召开建设国家高端智库座谈会,http://news.bnu.edu.cn/zx/ttgz/102407.htm,294
2018-04-29,北师大举办 “新时代·新媒体——2018京师媒体发展论坛”,http://news.bnu.edu.cn/zx/ttgz/102408.htm,432
2018-04-26,冯刚：改革开放以来高校思想政治教育质量评价的回顾与思考,http://news.bnu.edu.cn/zx/ttgz/102409.htm,125
2018-04-25,北京师范大学海师基金捐赠仪式在珠海校区举行,http://news.bnu.edu.cn/zx/ttgz/102410.htm,206
2018-04-23,2018年“大学悦读 阅读大学”系列活动暨北京师范大学“品味经典 沐浴书香”大学生读书文化节启动,http://news.bnu.edu.cn/zx/ttgz/102411.htm,247
2018-04-22,北师大牵头成立“中国高校极地联合研究中心”,http://news.bnu.edu.cn/zx/ttgz/102412.htm,157
2018-04-21,程建平访问香港和澳门特别行政区高校及合作机构,http://news.bnu.edu.cn/zx/ttgz/102413.htm,254
2018-04-19, “中国-挪威教育日”活动在北师大举行,http://news.bnu.edu.cn/zx/ttgz/102414.htm,284
2018-04-19,回应时代问题的文化战略理论——我看“第三极文化”,http://news.bnu.edu.cn/zx/ttgz/102415.htm,147
2018-04-17,百年传薪 铸就辉煌——记“全国高校黄大年式教师团队”北师大古代汉语教师团队,http://news.bnu.edu.cn/zx/ttgz/102416.htm,260
2018-04-17,第二届亚洲科技减灾大会在京闭幕,http://news.bnu.edu.cn/zx/ttgz/102417.htm,259
2018-04-15,“青春激情、学术品位、文化意识” 第二十五届北京大学生电影节开幕,http://news.bnu.edu.cn/zx/ttgz/102418.htm,181
2018-04-13,“木铎思享”陪伴青春上路——北师大融合社交媒体创新思政课教学模式纪实,http://news.bnu.edu.cn/zx/ttgz/102419.htm,168
2018-04-19,数学系1956级校友陈金城、陈乔琪伉俪捐资100万元支持母校人才建设,http://news.bnu.edu.cn/zx/ttgz/102420.htm,176
2018-04-11,原创儿童法治教育绘本《正义岛》出版，三位北师大法学副教授的普法情缘,http://news.bnu.edu.cn/zx/ttgz/102421.htm,250
2018-04-10,2018“看中国•外国青年影像计划”启动仪式暨第四届“金目奖”颁奖典礼举行,http://news.bnu.edu.cn/zx/ttgz/102422.htm,300
2018-04-10,“极地环境与气候变化前沿科学中心”通过教育部论证,http://news.bnu.edu.cn/zx/ttgz/102423.htm,172
2018-04-08,北师大召开全校干部大会,http://news.bnu.edu.cn/zx/ttgz/102424.htm,296
2018-04-03,北师大基础教育合作办学平台：艺体搭建新丝路,http://news.bnu.edu.cn/zx/ttgz/102425.htm,165
2018-03-29,聚焦新时代社会治理：共建共治共享——第三届中英社会治理现代化研讨会在北师大举办,http://news.bnu.edu.cn/zx/ttgz/102426.htm,220
2018-03-27,顾明远：谈谈未来教育的逻辑起点,http://news.bnu.edu.cn/zx/ttgz/102427.htm,151
2018-03-26,北师大召开校友会第七次会员代表大会,http://news.bnu.edu.cn/zx/ttgz/102428.htm,403
2018-03-26,黄会林、绍武教育思想研讨会举行,http://news.bnu.edu.cn/zx/ttgz/102429.htm,164
2018-03-26,纪念陶大镛诞辰100周年座谈会在京召开,http://news.bnu.edu.cn/zx/ttgz/102430.htm,126
2018-03-20,庞丽娟教授当选为十三届全国人大常委会委员,http://news.bnu.edu.cn/zx/ttgz/102431.htm,315
2018-03-19,北京师范大学12位教师入选第三批国家“万人计划”,http://news.bnu.edu.cn/zx/ttgz/102432.htm,172
2018-03-19,北师大三位师生完成南极科考任务顺利返校 邓文洪教授正在埃蒙森海进行鸟类调查,http://news.bnu.edu.cn/zx/ttgz/102433.htm,179
2018-03-19,第三届中美智慧教育大会在京召开 聚焦人工智能2.0与教育信息化2.0,http://news.bnu.edu.cn/zx/ttgz/102434.htm,172
2018-03-19,北京师范大学—国家林业局东北虎豹监测与研究中心揭牌,http://news.bnu.edu.cn/zx/ttgz/102435.htm,276
2018-03-19,北师大师生热切关注“两会”  全国“两会”代表委员积极参政议政,http://news.bnu.edu.cn/zx/ttgz/102436.htm,215
2018-03-02,北京师范大学启动研制首颗“极地观测小卫星”,http://news.bnu.edu.cn/zx/ttgz/102437.htm,166
2018-03-02,北京师范大学举办第四届“会林文化奖”颁奖典礼,http://news.bnu.edu.cn/zx/ttgz/102438.htm,183
2018-03-02,中国教育报头版头条报道北师大辅导员队伍建设经验,http://news.bnu.edu.cn/zx/ttgz/102439.htm,142
2018-03-02,北京师范大学两项科研成果获2017年度国家科学技术奖,http://news.bnu.edu.cn/zx/ttgz/102440.htm,204
2018-03-02,北京师范大学举办2017年度“感动师大”新闻人物颁奖典礼,http://news.bnu.edu.cn/zx/ttgz/102441.htm,239
2018-03-02,北京师范大学六个学科在全国第四轮学科评估中获评A+,http://news.bnu.edu.cn/zx/ttgz/102442.htm,157
2018-03-02,王宁教授领衔的“古代汉语教师团队”入选教育部首批“全国高校黄大年式教师团队”,http://news.bnu.edu.cn/zx/ttgz/102443.htm,169
2018-03-02,两位诺贝尔奖得主北师大揭秘引力波,http://news.bnu.edu.cn/zx/ttgz/102444.htm,267
2018-03-02,“中国好老师”公益行动计划全国工作推进会在京举行,http://news.bnu.edu.cn/zx/ttgz/102445.htm,145
2018-03-03,北京师范大学庆祝体育学科成立100周年 全国高校体育院系院长系主任高峰论坛同期举行,http://news.bnu.edu.cn/zx/ttgz/102446.htm,199
2018-03-02,中国共产党北京师范大学第十三次党员代表大会胜利召开,http://news.bnu.edu.cn/zx/ttgz/102447.htm,162
2018-03-03,2017北京学术前沿论坛在北京师范大学举办,http://news.bnu.edu.cn/zx/ttgz/102448.htm,83
2018-03-02,北师大师生喜迎党的十九大胜利召开 认真学习领会会议精神,http://news.bnu.edu.cn/zx/ttgz/102449.htm,157
2018-03-03,北京师范大学召开庆祝第33个教师节暨建校115周年表彰大会,http://news.bnu.edu.cn/zx/ttgz/102450.htm,148
2018-03-02,北京师范大学召开宣传思想工作会议,http://news.bnu.edu.cn/zx/ttgz/102451.htm,88
