,用户名,用户主页,评分,评分时间,赞同数量,评论详情
76,https://www.douban.com/people/ydyie/,时间之葬,40,2019-01-30 18:53:53,26,除了略微明显的网游质感，视觉上还是呈现了相当的想象力。值得玩味的是，一边是练道修仙求长生的国（Z）师（F）带来苛捐杂税，一边是民间领袖高呼共有共享实则一人独吞，让我想想这是在黑谁
77,https://www.douban.com/people/129647964/,Pronoia,20,2019-01-12 18:39:40,77,我略蠢 我佩服我自己
78,https://www.douban.com/people/reave/,谢谢你们的鱼,40,2019-01-11 18:31:54,48,“人间多的是长着两条腿的恶人，长条尾巴怎么了。”真的是没有白喜欢追光之前的作品，在修补了之前的很多的创作缺陷之后，我还是第一次看到一部把画面美学和故事美感结合得如此出色的国产动画，而且还真的是实打实的成人动画，小白真的是性感，吼吼吼～当然，故事不像《白蛇传》，倒是更像是失忆版的《倩女幽魂》。
79,https://www.douban.com/people/dreamfox/,乌鸦火堂,40,2019-01-20 22:16:16,16,追光动画最好的作品，其实也是被安利才看得，因为追光之前的作品全看了，对他们家有点灰心了，所以才刚看，还好终于起势了。画质不必多说，追光一贯的高品质，道具、场景设定是东方神韵，特效场面则是偏于西方。故事难得顺畅了一次，也很动人，结尾致敬断桥白娘子。台词一般，女角色人设都很好，男性角色相形见绌。许宣像胡歌，小白更像邱淑贞，小狐妖貌似圈粉无数
80,https://www.douban.com/people/ruo1996/,徐若风,40,2019-01-19 14:02:51,22,"在追光上一部《猫与桃花源》后，我曾说“事不过三，与它决裂”，所以这部拖了那么久才去看。但令人颇感意外的是，它几乎是我认知范围内，登上院线的国产商业主流三维动画里的最佳作品，是真正的行业顶尖，甚至放在国内都已经不具备可比性。如果说《大圣归来》之流算“分水岭”，那么这部简直就是一步极大的飞跃。
从模仿徐克的改编思路出发，这部电影不仅是一个紧凑、有趣的故事，善恶观模糊中又带着笃定的人物塑造，最厉害的是呈现了精致之余、非常扎实的美术世界里的奇幻唐朝，尤其是在“修葺木塔”这一建筑物的细节还原、宝青坊的奇观展示这两块，完全是教科书级别。可惜，情感线索的铺垫不够充分。"
81,https://www.douban.com/people/longzheking/,汪金卫,20,2019-01-14 22:04:37,78,动画技术方面，场景空间模型非常精致，水火效果和动物道具模型也都不错。相比之下人物角色建模就太差了，男女主造型和十几年前的国产游戏CG动画相当。尤其是毫无肉感的皮肤、面瘫表情脸与轻飘飘的重量质感，导致动作戏也显得略假，让人很出戏。距离外国动画团队差距还很大。剧情方面也较薄弱，架空历史讲玄幻，宝青坊主设定太奇怪。不是增加一场露背床戏就是成人向了。两星半
82,https://www.douban.com/people/W3IQ7/,OCT IO≯,40,2019-01-12 16:25:58,44,追光已经达到了故事能'想到'，技术能'做到'的程度，这些年的积淀以及持之不懈的尝试终究没有错付！不单单只是贩卖情怀，而是有一个足够真诚且动人的故事！致敬的段落不发尬，点到为止恰到好处算是惊喜…打斗戏的镜头调度和橘子社有一拼，但人物情感刻画和面部细节的处理还有很大的提升空间，黑屏切够多够硬，情节的推进和转折亟待编排优化，瑕不掩瑜、希望这些问题能在续集中能得到改善（学日漫乱加杀必死的毛病也得改！）……国产动画不易，总的来说达到并超出预期，起码甩出之前号称国漫之光的“三大”（《大鱼》《大圣》《大法》）一大截……多半星鼓励之！
83,https://www.douban.com/people/lidada304/,茶底世界,40,2019-01-11 18:34:29,50,对于国漫，我一向都是不吝赞赏的，加油鼓劲并指出问题永远比单纯的谩骂有用，画面一流水准，制作精良，故事层面有所进步，致敬了不少经典，比起前三部来说算是不小的进步了，可是急于摆脱低幼的帽子又陷入了另一个怪圈，有些画面过于成人向，但故事并不成人向，应该来说是青少年向，还需要再加油，最后，祝收回成本，这一部成本看起来就很高昂，以我的了解，最少八千万吧（保守估计，希望比这低），追光坚持下去，记住你们的梦想，你们是要做中国皮克斯的公司，加油，加油。
84,https://www.douban.com/people/CUCA-Zoe/,Howe,30,2019-01-05 20:22:30,27,似乎想讲很多东西但每一样又都没讲好，节奏有些乱，感情也有的生硬，很多台词显得又装逼又多余。国师突然领盒饭，蛇妖头目突然又反转让人有的摸不着头脑。另外，香艳的元素有点过头，轮回转世等封建迷信元素也不可取。
85,https://www.douban.com/people/luzhiyu/,陆支羽,30,2019-01-12 00:22:18,12,3.5。
86,https://www.douban.com/people/christan1987/,平成御宅,40,2019-01-17 17:43:13,27,肚兜是小白和阿宣的灯泡，阿宣是小白和小青的第三者。
87,https://www.douban.com/people/140404503/,英年早睡,20,2019-01-11 23:21:26,68,除了战斗场面的分镜与人物动作的捕捉做得十分好之外，基本上都是随便拿起来可以吐槽的。人物面部像打了玻尿酸苹果肌的杨天宝一样，所以就是动作很真人，整体上来就是一股违和感的假。还有一种大家已知的生物——蛇，怎么把它改成猫科动物了？摆出震慑状就靠吼？蛇是吼的吗天啊！剧情就更是槽点一箩箩，失忆就算了，为什么恢复记忆是因为看到一个跟自己毫无关系碑文？你要抛出仙剑赵灵儿的命题（妖是天生就注定要被消灭吗？）就算了，为什么立了命题接上的是滚床单？第一次使用会飞的伞就已经操作自如？一支发簪能支撑一个人的重量？被吸光法力的小青是如何逃离最后那个阵的？打完boss才清小怪这个逆操作我也是服！篇幅有限不一一尽数，整体来说，这是一部不合格的电影。
88,https://www.douban.com/people/1441177/,怀璧不予,40,2019-01-28 12:11:02,23,蛇与鹤的意象用得特别好。小青太帅了，传说中小青本来就可男可女，第一次遇到白蛇就看上她了，于是跟白蛇斗法，如果赢了就从了他，结果输了，就变成女身当姐妹。讲真，小青当初要是赢了，也没姓许的什么事了。期待出小青和白蛇的前传。
89,https://www.douban.com/people/richer725/,荔枝超人,20,2019-01-15 00:14:08,68,这是小白还是小倩？？（甚至有不少元素跟动画版《小倩》是雷同的）编导大概是抓到了几个teenager观众会喜欢的点，其余就东搬西凑也没所谓了，大段大段的打戏和莫名其妙的“动人爱情”实在太儿嬉。PS谢谢你们没有做成3D发行。
90,https://www.douban.com/people/182657894/,Ananke.,20,2019-01-21 00:00:25,54,"1.剧情硬伤。有少儿不宜的亲热情节却有着低幼动画片里有的简单剧情。许宣居然恋爱脑想都没想就选择了成为妖，尽管女主只跟他相处了很短的时间。恋爱剧情也很俗套，脸谱化的反派。人物性格也没有怎么刻画，都是为了推动剧情。
2.脸模西化。虽然是中美合拍，但是感觉这脸模换个瞳色直接可以去演冰雪奇缘了，就是典型的迪士尼公主的脸模，而且脸模辨识度差，小青和小白脸其实是比较相似的，个人也不喜欢这种西方审美中中国吊梢眼的模型，还是希望能有更中国化的辨识度高的脸模。
3.营销过度。一大堆人说埋没了这部好电影，实际上看完了以后并没有那么好的效果，网上一堆国产神作，感人至深的评价，实话说，在我眼里真不如风语咒和大鱼海棠。（这两部片在情感渲染上不知比它强出了多少）"
91,https://www.douban.com/people/rebekah/,眠去,40,2019-01-23 11:41:23,13,好喜欢哦，最惊艳是那个萝莉身的老狐狸，超酷啊！国产动画真是很难得了
92,https://www.douban.com/people/human5/,人五_,40,2019-01-16 18:27:59,22,是好看的，看哭了。
93,https://www.douban.com/people/gallimard/,桃花石上书生,40,2019-01-17 23:05:56,15,不错。把柳宗元的《捕蛇者说》串进去了，设定有新意。人物形象有点网游，习惯了觉得也好看。不输好莱坞一般的动画。
94,https://www.douban.com/people/60016173/,zeroasd123,40,2019-01-11 23:38:16,32,国产3D动画的技术力，美术背景的渲染以及人物建模全都让人赏心悦目。导演真实腿控，各种大白腿，尤其是初见狐狸精老板娘那里极为惊艳。剧本上还真没怎么拖后腿，起承转合除了后面有点赶没啥毛病，但不得不说动画题材还是占了点便宜，可是近十年来大陆最好看的白娘子故事片居然是这个，那之前各种真人影视剧也有些丢脸吧。虽然是故事新编，但是将“爱”这个主题展现的还真不错，最后那幕我真的有点被感动了....
95,https://www.douban.com/people/hejingying91/,4个柚子,20,2019-01-21 17:00:34,62,这个剧本我给-1星，场景给3星，不过为什么这样的烂片在豆瓣评分能到8，各种强拉硬扯的凑剧情和莫名其妙的自我高潮以及自以为是cue到了的流行梗。还有国产动漫有个特点就是路人角色绘制的都非常丑，不管主角还是配角都双目无神
96,https://www.douban.com/people/cyctntx/,牯岭川,20,2019-01-11 18:18:23,45,差强人意，逻辑都给奇观让路了，宝青坊和大决战的视效是有亮点，但是作为爱情故事是不合格的。一月院线虽有些乏力，不过想达到当初《大圣归来》的影响力应该很难。
97,https://www.douban.com/people/162790229/,parachute,20,2019-01-14 00:52:03,37,尬死我了。
98,https://www.douban.com/people/91822577/,？,20,2019-01-20 22:10:53,28,虚无的“中国古风”外壳与日本ACG亚文化杂交的怪胎，里面大量的星宿、八卦等常用的中华古典文化符号并不具备真正意义，只是用来填补动画空洞内涵好让其看起来是在弘扬深奥传统文化的遮羞布。一如片中人物说着矫揉造作的“古风”台词营造出的“古韵”，是虚假的、当代的、流行化的，如此看来便更加可恶了。人物与场景画风也不复早年国产动画的写意缥缈，受美国和日本动画以及网络游戏的影响极深，无论是主角们缺乏辨识度的“美型”人模、卖弄性感的萝莉童姥，还是“唯美”的高饱和场景建模都漫溢着塑料质感，以这样的美学去讲述最传统的中国故事是不可接受的。而在故事层面，也泯灭了中国动画最注重的含蓄美与留白，毫无铺垫且直白的情感表达和打怪升级般的游戏发展彻底损毁了这部动画的内核，廉价到无法使人感动。（对了，配音演员表现也很差劲）
99,https://www.douban.com/people/153723218/,苏大,20,2019-01-20 13:24:49,37,新酒装旧瓶，剧情过于简单了，实在是不敢恭维。除此之外，男主和胡歌明明就是一个模子里刻出来的，非说是令狐冲，这种像某人又不能是某人的擦边球把观众当弱智的把戏什么时候能够停止。国漫雄起，国漫雄起，从大圣归来就开始喊的口号到现在还没雄起，利用爱国情怀卖票，不敢苟同。
100,https://www.douban.com/people/1571983/,文,20,2019-01-11 19:14:34,29,两分给视觉效果 故事核0分
101,https://www.douban.com/people/58426455/,Neroat,40,2019-01-22 21:36:00,13,制作非常精良，分镜很不错。剧情略微差一点，部分剧情突兀又狗血，结尾结得很漂亮。男主建模普通了点，还不如那个gay gay的道士，不过最后许仙能不能够剃掉下巴的胡子啊，设定是个年轻书生诶！感觉会有第二部。三星半，加半星以资鼓励。
102,https://www.douban.com/people/grammarbai/,格俐玛,40,2019-01-18 23:38:22,7,最后西湖重逢，音乐响起，大家都哭了。情怀点准确，上一次如此成功煽情的是开心麻花白蛇小品。中美合拍带来了三种东西：一是身体，镜头运动从腿开始，增强了白蛇故事的“性”意味，翻转了《新白》的禁欲美学；二是怪兽，种种恐怖奇观；三是女性向，人设大变，许宣无悔付出，白蛇反倒心事重重。遗憾是表情抓取有些僵硬，动作场面过多，只想看谈情说爱。
103,https://www.douban.com/people/storyof/,格里高尔,50,2019-01-23 21:28:55,10,一刷：突破尺度令人意外，狐狸精杀必死，加一星。二刷：感觉剧作比较精致，没有太尴尬的台词，有些衔接还相当巧妙，此外看出了极多性意味，感觉这电影存在某种创作核心，比如：直男的疯狂性梦。许宣和白蛇初次打着伞飞翔，如果把伞视为象征物，那满天白色蒲公英种子是什么？狐狸精的部分太露骨，无需说，青蛇和白蛇，乃至青蛇和许宣，都各有各的火花四射。
104,https://www.douban.com/people/163153701/,盛世美岩,40,2019-01-15 19:15:51,10,"          叙事太乱了，本来故事都没讲清楚，还加那么多动作戏（虽然动作戏很优秀！），全片都在赶时间，给人感觉就是一个平时总考六十来分孩子超常发挥，拿出来考九十分的实力，最后考了个八十分，遗憾还是明显的。
         其实剧本上所有的亮点都应归功于原作，这不由得让人惊叹这个古代爱情故事有多么的好，即使在我们因为《青蛇》和《白娘子传奇》这样的作品已经穷尽了所有的可能的情况下，这样稍加点缀后的佳作仍然能带给我们感动，结尾的煽情确实击中要害，几生几世修来的再见的缘分，无缝衔接《白蛇传》，更何况全片的画面精美至极，一招一式间的文化底蕴呼之欲出，全然不似中国动漫的水平，能有这样水平，算得上十足的惊喜了！国漫加油！"
105,https://www.douban.com/people/59384667/,瑾羲Qing,40,2019-01-11 20:16:57,29,可以无缝对接《捕蛇者说》。加上前传这个故事，突然我又喜欢上了《白蛇传》，曾经觉得许宣懦弱又负心，加上这一段，突然就变成了，两个人在爱情里为了对方都曾奋不顾身。无论他在世间何处，无论他还记不记得，我都要找到他，因为我记得。很美很美的故事，穿插的古琴声，很有韵味。还有对经典新白娘子传奇的致敬很可爱呀。小白太美太美了，青蛇是爱着白蛇的。片尾水墨画的白蛇传故事很有意思。就说一定会有八卦出现滴，国师你是阿灭的远房亲戚吗？就感觉最后到了杭州怎么画面突然变粗糙了……？二刷的我在仔细研究小白的发型是怎么梳的，感觉是可以实现的那种。然后脑内循环着青城山下白素贞，啊～～～
106,https://www.douban.com/people/thinkingmind/,神威,50,2019-01-26 20:55:23,6,想不到呀，中国动画片拍到了这个程度，的确达到了截图即CG的程度，虽然许宣抄起白蛇如捡起张卫生纸一样的碰撞反应仍不真实，至少在画面已经不输任何人。另外此片明显很懂商业化，剧情安排与场景设置可以直接套用做成游戏，直截了当的床戏也宣告此片或者说中国动画片已经走出了少儿专属时代。如果想再有提高，画面层面空间并不大了，但是好本子好剧情还是急需，故事有些烂俗，设定也不科学不平衡，白蛇吸道士以后的实力膨胀太出格，许宣化妖前的小命太硬，这可不是挑剔，我一边数落一边美滋滋的想，中国动画片的经典时代估计已经不远啦
107,https://www.douban.com/people/huangjinshijie/,tankry,30,2019-01-15 17:32:58,6,看完之后还蛮开心，在比较有限的时间内呈现了一系列奇幻场景，且基本自洽，动作设计非常饱满，显然是有很扎实的技术功底的。虽然在文本上没什么野心，但也能明显看到对青蛇中人物关系的致敬与解构，白蛇青蛇共浴的镜头设计完全复刻王祖贤张曼玉，真是惊喜。片尾断桥重见也非常心动，我还是很爱宝石山的。
108,https://www.douban.com/people/zntoborges/,支离疏,20,2019-01-11 16:51:34,8,白蛇回头那一刻说：谢谢官人。想接一句：官人，我要。再接一句：官人，我仲要。再接，要不够的。
109,https://www.douban.com/people/i-1992/,子午寅丑,20,2018-12-27 11:23:40,32,《新白娘子传奇》+《青蛇》+张纪中版《神雕侠侣》+《狄仁杰》+《画江湖不良人》+《仙剑》……一次“致敬”这么多作品，导演可真不容易
110,https://www.douban.com/people/lassiedusky/,露琪亚黑猫酱,40,2019-01-12 20:44:02,22,事实证明无论什么版本的白蛇传，男主永远不顶事，这一版的人设更是一言难尽，成了一个行为逻辑判断力都欠费的莽夫，小青则传承了《青蛇》里善妒的小性子。许宣很胡歌，小白很鞠婧祎，道长很陈坤。各种场景时常唤起我对经典华语古装电影的记忆，蛇族首领一秒钟出戏到《倩女幽魂》，国师团队则出戏到“东厂”。可能是追光动画场面最恢弘制作最精良考究的作品，也能感受到尽力在去贴合成年观众的观影槽点和趣味，导演就像里面的角色一样，非常的撩。可惜剧情其实乏善可陈，后半段努力在让矛盾与冲突变得复杂曲折并凄美感人，然而还是落入窠臼。回到杭州那一瞬感到我国景色真美。人设的脸部美漫CG感太强烈，且男主表情空洞无神得可怕。这部电影可以让非直女观众对男主吐槽很久。
111,https://www.douban.com/people/78164697/,字母君,40,2019-01-08 13:25:17,21,"四星鼓励追光现在走的“徐克模仿秀”路线，结尾西湖竟把我感动出两滴老阿姨的眼泪。宝青坊像低配恶趣味版宫崎骏，打道士那场戏则脱胎自《龙门飞甲》客栈大战雨化田，纸人金鹤也像极了徐克会弄出来的东西，感觉是徐老怪拍了部仙剑。要是以后这种场面能再多点，追光把剧本写啥样我都认了。
许宣角色足够讨喜（但怕蛇的设定一半丢了），其他角色则全线写崩。动作设计比较浮夸（幸好连浮夸也是徐克那卦），剧本段落衔接仍然有问题：情感升温只建立在身体接触的基础上，一摸钟情，一啪定终生，好在不太致命。外观不那么低幼了，但内核还是天真的，不至于矫枉过正，大概这就是我一直对追光有好感的原因吧。
蛇怪的造型MH既视感太强，决战完全是白海龙和蛇帝龙打起来了啊，下意识想躲陨石、找补给箱……最后的法阵也像麻痹陷阱，国师其实是猎人村出身的吧？"
112,https://www.douban.com/people/39400844/,半江瑟瑟,50,2019-01-13 01:07:09,43,"看前：迪士尼脸
看后：目不暇接的动作和反转，特别是宝青坊真有想象力，好像汉代画像石，真香。"
113,https://www.douban.com/people/Wz12118/,第七大陸,30,2019-01-13 15:44:40,21,青蛇+奇门遁甲+仙剑奇侠传。几处细节禁不住推敲，水墨风也只是昙花一现，最恐怖的莫过于国师要练到飞升却目的还是赢回皇帝的宠爱。最喜欢宝青坊的戏。
114,https://www.douban.com/people/dogeli/,山水烟花,50,2019-01-13 21:44:19,25,"国漫的新高度。&#13;—你有什么不想做但不得不做的事情吗？
—就算命数有定，也要活的自在

—我的法力都被吸光了
—这下你再也推不开我了

人妖殊途，我就成为你好了。一晌欢情，护你一世周全。船头孤舟，浮生若梦。

上一次看这样的上古爱情故事掉眼泪，还是很久很久戏说的蚩尤和西陵珩了。"
115,https://www.douban.com/people/helizhanglao/,河狸,40,2019-01-15 16:54:48,11,相比追光的前三部影片，本片在剧情和技术上并没有多少提高。不过因为成人向题材和大场面的缘故，所以豆瓣评分比前三部要高。
116,https://www.douban.com/people/zayaza/,Aboo,40,2019-01-13 21:19:09,6,既有船，也有船戏的《白蛇》前传，故事颇有当年王祖贤演的那些神神鬼鬼港片的风味，看着亲切。细节上也是有些小灵光的，比如佛像的眼泪不过只是解冻后的水汽。男主这个长相，我没猜错的话应该是唐人签约的艺人吧。鼓励鼓励，票房应该会随口碑走高，不过有点可惜不是农历蛇年。
117,https://www.douban.com/people/yellowmoonbird/,晚不安,40,2019-01-23 22:22:07,8,3.5。暂列追光最佳。一些少儿不宜的段落已经宣告了这部动画摆脱低幼向的决心（误。《白蛇：缘起》最终达到的，就是《风语咒》费尽心思想要达到的。虽然很大程度上依赖的是这个家喻户晓的故事，但对情怀的运用是恰到好处、画龙点睛的。爱情线的铺展以及剧情演进都很仓促，然而场景渲染和动作设计确实是业内标杆级的。第一个令我怔住的场面是宝青坊，简直有刘姥姥进大观园的感觉。结尾大战阵势不小，试图做出双高潮，但实际上有点冗长，解决问题缺乏合理性。整体细想，还是有佳句无佳章。
118,https://www.douban.com/people/conanemily/,米粒,30,2019-01-28 20:19:18,4,画面还不错，剧情有些太想倒着故意说圆所以不太讲道理…
119,https://www.douban.com/people/51342796/,憨大仁,40,2019-01-12 14:28:26,11,女主咬唇妆估计是许多妹子的教科书级示范啦
120,https://www.douban.com/people/84291761/,michaelchao_cc,40,2019-01-11 15:03:15,15,剧作上原版故事的许仙和白娘子的情被弱化，人妖法师之间的战斗被强化。这可能是由于故事创新的时候很难平衡情感与战斗，或者说战斗没有很好地融入情感，二者有一定分离。电影在制作定位方向偏向了游戏，运用了法宝、破阵等方式推进了剧情。动作设计中也借鉴了哈利波特、古剑奇谭中对决的元素。但是，总体来说，影片的完成度还不错，原作中白蛇、小青、许仙三个人的微妙关系在这部中得到了很好的保留，白蛇与许宣的相遇相恋也有及格水平的展现，没有过于拖沓的情节，法器的作用前后呼应，最后通过前世今生的牵绊过度到了西湖断桥边的相遇。推荐能接受白蛇传改编的人看。
121,https://www.douban.com/people/mario6688/,鹿菏,50,2019-01-16 21:13:16,24,影片得出来主创的用心和诚意，团队不卖惨情节不作妖老老实实讲完一个故事，虽然有些地方太牵强但是瑕不掩瑜，片头的水墨效果异常惊艳，山水风景也都很好看，小白很美许宣竟然是耐看型哈哈哈哈，值得二刷！
122,https://www.douban.com/people/Bloodworks/,Lunar C.,50,2019-01-24 01:05:53,4,一边看一边感叹中国动画效果现在都这么好了吗？水墨写意中国元素都很和谐，重要的是这是我近十年见过招式最考究的中国鬼怪动画片了，那招金丝“天罗地网”飞出来千百只金仙鹤的时候，我也就在心里惊叹了100次吧。各种好不说了，就真诚的问一句，大家都魂飞魄散了，为什么小青没事？
123,https://www.douban.com/people/39690610/,瑞波恩,40,2019-01-17 22:26:11,10,算是这几年国漫的用心之作，画面五星，造型和场面四星，故事三星，煽情部分扣一星，总之看国漫与日漫或美漫的标准不一样，因为国漫充其量只是个幼稚的孩子在学习走路，本片揉杂了迪士尼《小美人鱼》与吉卜力《千与千寻》，生搬硬套的嫌疑不小，但成效整体超预期，有惊喜，也有遗憾，老套的煽情，片尾的《新白娘子传奇》音乐又莫名其妙，而从彩蛋看来还会有《白蛇：后传》，野心不小，最后成佛或成魔，可以期待一二。
124,https://www.douban.com/people/CFJ/,左胸上的吸盘,20,2019-03-10 13:34:31,3,追光和华纳合作的结果。要表扬技术和剧本，在中式建模动画里，对水的质感把握出色，那只狗的皮毛渲染也说得过去，九尾狐的道具作坊呈现的炫目而不艳俗，剧本起承转合也事事有交代，轻重有分配，无《大圣归来》的跳戏感，也没有《风语咒》的杂糅感，能感到编剧的坚定跟熟练。但它毕竟是个老故事新说，拿出来的剧本元素无一不是俗套，像什么寻访高人（九尾狐）求助啦大量捕蛇（永州柳宗元笑了）修炼的反派啦绝对实力强悍但受制于各种因素（白蛇失忆）的主角啦，国产动画里太常见了，但是动摇剧本根基的一处俗套是：男主拼命承担的爱情其实就建立在性爱享受上，这是种标准的中式思维，简单到令人绝望。有意思的是，男主面对强悍蛇妖的爱情说辞是金庸式的世外桃源归隐梦，这是否是对女性职场化的一种逆反？片尾的处理不错，有白蛇正传，也有骚媚九尾狐的伏笔
125,https://www.douban.com/people/133621420/,少爷放了个屁,40,2019-01-11 14:31:20,10,情之所起，一念之间，一念化妖，一念千年，不妨不妨，来日方长。
126,https://www.douban.com/people/68825809/,海哈哈,30,2019-01-12 15:18:17,8,人生在世，苦多乐少，所以要记住经历过的美好。或许就是因为先有了这句话，才有了这个故事，可也正是因为太想要表达这个主旨，导致故事很假，人为雕琢的痕迹极强。&#13;前五分钟，画风精美，水墨画融合山水，让人一下子沉浸在故事里，可是随着倒叙剧情的开始，故事就开始走偏，为了剧情的矛盾冲突，导致人物情感极其淡薄，以至于两人在塔内相拥入眠，显得极其突兀。&#13;中间往后的剧情，可以看到太多片子的影子，赵灵儿和李逍遥，锁妖塔，兑换宝物，倩女幽魂等等，让人出戏的同时，也明白创作者想表达的想法，但就是会太刻意。&#13;即便如此，看到这部片子，还是会觉得国漫依旧在进步，需要类似的推陈出新，鼓励。
127,https://www.douban.com/people/wuqing/,uqinzen乌青,20,2019-01-19 01:06:13,20,都2019年了还比不上1983年的《天书奇谭》十分之一水准。这弱智剧情，谈何国产惊喜？
128,https://www.douban.com/people/new4new4/,Doublebitch,40,2019-01-16 23:08:20,6,最后老老实实的听完了片尾曲，断桥相遇真是太美了啊
129,https://www.douban.com/people/35827809/,深夜的阿斯伯格,30,2019-03-05 09:05:55,1,太色情了，开头换衣时的平滑设定是戴了胸贴么。不仅色情而且多处性暗示，而且还搅基，画面游戏感十足，那个九尾也不知道给没给版权，某些桥段很白晶晶三十娘至尊宝。除去大战对决的部分还不错。结尾断桥处的头型是恶搞新白娘子传奇吗
130,https://www.douban.com/people/towelcatryna/,王食欲,40,2019-02-03 20:51:51,12,许宣和小白睡过后，小白决定和他分手。
131,https://www.douban.com/people/84732436/,蒲末释,50,2019-01-18 23:32:04,7,好好看啊。
132,https://www.douban.com/people/166231057/,认真的短评维唯,50,2019-03-10 12:24:19,1,说实话挺不错的。
133,https://www.douban.com/people/N.B./,无非,40,2019-01-12 22:55:41,10,除了脸有点僵之外画面一流，美轮美奂；故事杂糅了白蛇传仙剑奇侠和屌丝白富美类爱情故事以及玄幻武侠。白蛇和男主角滚完床单就要和他断绝关系，说人妖殊途，给人感觉是他床上活不太行哎；狐妖暗示取元神时候也要顺便阉割下体，后排的女生惊呼了一声What the fuck！笑点基本来自宠物狗。以上。
134,https://www.douban.com/people/Duansiyu_1996/,发条橙,30,2019-01-11 18:45:44,12,华纳注资，中美合拍，助力追光动画文体两开花，安排！美轮美奂，颇具匠心的视觉效果，并将传统的好莱坞叙事模式成功嫁接到中国民间耳熟能详的奇幻故事中。虽有瑕疵，但至少能看出其努力的方向，不论立意还是制作，都算是追光动画的顶峰水平了。按这个路子继续拍下去，还可以在破产的边缘挣扎一翻，继续加油哦，国漫之光？！
135,https://www.douban.com/people/jxplove/,·金鱼酱·,50,2019-03-06 13:28:01,9,来世再续今生缘，我会带着你的爱好好过完今生，再相遇的那天让我给你慢慢讲这么多年来我的点点滴滴，你也要告诉我你在天国里一个人都走过了哪些路看过了哪些风景…………我好想你 想你 HX❤️
136,https://www.douban.com/people/imecstasy/,唐小万,30,2019-01-14 23:03:36,8,以情动人很勉强吧，被激情冲昏了头脑还差不多，只有最后的“彩蛋”，功劳还是《白蛇传》的。
137,https://www.douban.com/people/butterflyChan/,不见蝴蝶不见君,50,2019-01-12 23:16:53,29,爆炸好看啊，大家去支持下票房啊，颠覆的一版许仙宣，剧情没有那么完美但是绝对不薄弱，但是建议不要带孩子看，不合适。
138,https://www.douban.com/people/141381216/,🌈Jerry,40,2019-01-14 15:23:37,14,看到白蛇把阿宣睡完就转身抛弃时，本以为她是个拔*无情的渣女。怎料看到后面，才发现她还有个千年备胎小青。原来是个白蛇婊…
139,https://www.douban.com/people/xici1023/,夜间飞行,10,2019-01-14 17:38:51,22,李逍遥的造型适合任何古装片乃至…动画片
140,https://www.douban.com/people/3957610/,坐好我要起飞啦,20,2019-01-15 20:50:58,13,画面很美，配音老师辛苦。一星画面，一星配音。神仙剧情，随时都要谈恋爱。哪管那洪水滔天，天地八荒，三生三世，只为你一个回眸。牛笔！
141,https://www.douban.com/people/139556013/,去见你想见的人,50,2019-01-13 20:39:12,21,惊艳，值回票价!画风上来说我第一时间想到的是接近《秦时明月》，场景和人物都做得很逼真，打斗设计的很精彩，没有做成3D版可惜了。故事内核还是老故事，但是也有创新，我看到了500年前许宣对小白的痴情，犹如杨过对小龙女般痴情。无论你是蛇是妖，哪怕你变成白巨蟒，我爱你如初；你说，你我人妖殊途，注定不能在一起，那我就自愿出卖自己的精元，化为最低等的妖精，这下好了，我也是妖怪了，小白你没有理由甩掉我了。天罗地网，生死瞬间，我以单薄的身体替你挡住飞来巨石，而你，在最后拼尽全力用法器留住我的魂魄。五百年后，西湖断桥之上，许仙追上去说“姑娘，你的发簪掉了”，小白回眸，情意绵绵地说“谢谢官人!”😊😊😊
