,用户名,用户主页,评分,评分时间,赞同数量,评论详情
142,https://www.douban.com/people/liusuer/,周冲,50,2019-01-04 00:23:21,22,好看到爆炸。
143,https://www.douban.com/people/thomasneeson/,Thomas,20,2019-01-23 23:08:02,10,以为是站在《新白娘子传奇》和《青蛇》肩膀上的作品，实际感觉呢，就是看到马上要唱《渡情》了，连前奏都已经开始了，结果唱了个“古风”歌曲的感觉。
144,https://www.douban.com/people/62751962/,Elanor,40,2019-01-19 18:27:36,0,"浮生如梦，我会一直记得，那天我们泛舟的湖面，那天在塔下，即使一切都幻灭了。我们拥有的永远是五百年前那段快乐的回忆，当下的那些美好，可以铭记一生。
神怪亦有情，水墨画，道家，古琴，天地一沙鸥。班底全是中传毕业生，主创全是数媒动画毕业生，南广数媒也有参与，国内动画数媒最顶尖的学校，谁说国内CG建模没有未来，就叫你们先驱者吧"
145,https://www.douban.com/people/57542378/,梦里诗书,30,2019-01-10 21:02:14,16,追光动画在国产动画的高品口碑并没有衰落，《白蛇：缘起》在视觉上有着一如既往的细腻唯美，但面对一个其实本就拥有国人皆知为奠基的蓝本原型，其仍旧还是没能一改自身剧情上的弱势，那薄弱的剧情，以及脸谱化的人物，都使电影虽然为一个老旧的经典焕发以新机，但却难谈多少惊艳可言。
146,https://www.douban.com/people/Jerry-feng/,诸葛若见,40,2019-01-16 18:00:36,4,前世延续今生，愿纠缠。为伊变成妖怪，又何妨。水墨画风精致，如乐章。作为白蛇前传，故事还算精彩，虽还有小缺陷，但总算比追光前几作动画剧本好多了。狐狸那段剧情最有趣。构图有张力，细节很讲究。小白有点像花木兰，许宣造型神似仙剑胡歌。部分情节致敬《青蛇》和《新白娘子传奇》。
147,https://www.douban.com/people/dos501/,小王子啊,50,2019-01-12 20:13:04,29,三度落泪，十分好评。好久没看到这种催泪电影了，尽管前面节奏稍快但瑕不掩瑜。把情爱与历史结合，讽刺了政治和社会，增加了整部片子的厚重感。适合在电影院里看的片子，画面无可挑剔。许宣对小白说，无论何时，有我在。看到这一段的时候，我内心汹涌，多么想对某个人也这样说，无论何时，有我在。
148,https://www.douban.com/people/152688532/,末摘花,30,2019-01-13 14:02:45,4,也算是家喻户晓的故事，期待有个好票房
149,https://www.douban.com/people/bdleizi/,姜小白,40,2019-01-12 16:53:28,8,故事跟李锐那本《人间》有一拼，老瓶装新酒，尚可。但画面太唯美了，加分。前半段节奏过快，后面能救起来，打斗体术不弱于法术的表现力，肚兜傻狗子抖的包袱也很响，还有床戏，是值得爆票房的观影体验。中国这种人妖殊途的挣扎，旗帜很鲜明，支持少数群体抗争，无论是人是妖还是人妖，是Gay是Bi还是Les，镇压者是恶，是anti-romantic，挺感动的关于这点。跟《大圣归来》一个水准，推荐。
150,https://www.douban.com/people/jywpl/,獨孤島主,30,2019-01-31 10:55:27,3,对“鱼死网破”的执念如此坚定，终究比不上左宏元柔软一击
151,https://www.douban.com/people/shoushouan/,大瘦瘦,30,2019-01-19 01:28:09,5,话说五百年前，圣上求长生，神仙们打架，国师谋私利，苛捐杂税，民不聊生，底层互害，同性情谊难以维系，爱情也因身份而无法善终，我不要下辈子成精，我要现在就不做人了，但即便我做不成人、变成妖怪你们也都不放过我，区区草民唯有一死望投胎能经历个美好的时代
152,https://www.douban.com/people/174107507/,汤圆看电影,40,2019-01-11 12:51:59,16,好看，既有中国古风的飘逸清雅，又有美式的简约伶俐；故事的创新也好，有旧的看点还有新的主题；不过，有些画面稍微有些不适合小不点儿呦！
153,https://www.douban.com/people/67223886/,皮蛋瘦肉粥,30,2019-01-03 16:16:30,23,有国风有蛟龙，却少了一份厚重；有情也有欲，唯独没了一个真字。百年的道法、千年的爱恋化作水墨，化作断桥的一滴雨落在青簪上。说到头，反最喜欢那只撩人的双面小狐狸，勾足软语间数不尽的风情。
154,https://www.douban.com/people/52470011/,zts,40,2019-01-11 16:56:32,18,可能是国产动画在工业制作上达成的新高度，东方神话还是本土的创作者更难把握其精神内核，故事上把白蛇传改编的比较成人向，BE也在意料之中；追光动画一连几部电影下来几乎都在亏也是挺心疼的，希望这次票房能好一点吧
155,https://www.douban.com/people/129274258/,山下河里美,50,2019-01-14 14:41:01,18,重标，4.5星改5星，个人年度十佳不解释，想象力瑰丽如梦，简单整理比较有意思的几个改编点/片段：1、反派佛教变道教，太阴真君的招魂幡、千纸鹤、修罗法阵、面纱拂面的毁容弟子；2、宝青坊狐妖千年身体少女面孔，烟斗印章宝青制造，细节感人。3、一身软胄的青蛇盘身佛像掌中拈发带笑，还魂张曼玉《青蛇》。4、片尾彩蛋一定要看，期待续集。
156,https://www.douban.com/people/YoDian./,Muggle、佑。,30,2019-03-08 21:43:20,1,您的小白已变大白。
157,https://www.douban.com/people/46843344/,刘康康,40,2019-04-02 10:20:37,1,美术确实很好，情节确实是薄弱，说实话尤其不喜欢最后蛇母的反转，缺乏一种从主题层面构建人物矛盾和剧情矛盾的整体性。举个例子，《X战警：第一战》最后万磁王的反转，是从故事主题上就反复铺垫了的。而蛇母最后的反转，与整个爱情故事缺乏联系，故事主题也没有往深了去谈人妖矛盾（写得太浅太浅），就显得为了反转而反转，看得很别扭。那场床戏我倒没有觉得很突兀，虽然也谈不上水到渠成，反正就是个福利呗。
158,https://www.douban.com/people/3581002/,羽小凉,50,2019-01-08 16:54:31,28,小门神我都打了四星啊，这我得打满星。虽然尬点也有，但是作为2019开年的国产（虽然还有华纳，但我就说国产怎么着），我觉得挺好的，场景非常美，随便截屏就很好看，人物细节表情到位，除了男猪长得有点磕碜（。）剧情简单之外还是有很多可取之处的~特别是青白，MD我真是嗑死了这对CP，太有感觉了，成人向动画，带娃慎重。
159,https://www.douban.com/people/178368642/,阿呆贼,10,2019-01-13 18:54:52,16,漫画版悲伤逆流成河
160,https://www.douban.com/people/2265138/,kylegun,50,2019-01-18 20:41:45,11,Mary Popping蒲公英，妖塔福利嚼完松，青白百合杀无赦，星座斗阵生死别，双面萝莉怪奇工坊最高！“打妖打了那么多年，日子为什么越来越糟呢？”……《小倩》的非典型续集，开篇情感铺垫略生硬，后面怪力乱神恶趣味出来后越来越赞
161,https://www.douban.com/people/66768802/,Vision Rich,50,2019-01-13 23:27:52,22,应该是今年最好的国产动画电影啦！制作精良，选题巧妙，音乐 美术 布景 人设 都很好，最后还玩一波情怀加分，美中不足的是人物表情不够生动，情节简单，转折略带生硬等等，但瑕不掩瑜～如果有人想看可以陪ta二刷哦～
162,https://www.douban.com/people/2369225/,为虾米呀,30,2019-01-11 19:29:56,10,美国负责技术，中国负责奇门遁甲飞仙道升？  故事搓了点，但最后的巨大“彩蛋”有点酷 
163,https://www.douban.com/people/Fuyicong/,傅逸聪,50,2019-01-12 21:15:11,1,电影寒冬，动画电影则是寒冬中的寒冬，用实际行动支持抵得上一万句赞美。
164,https://www.douban.com/people/sfroompp/,深夜声咽,40,2019-01-14 13:32:16,13,中午场，没想到还挺多人的，只是我又迟到了，四十分钟手动捂脸表情，从师父说师父说什么进场，几乎错过一半了，罪过罪过，感觉自己近来越来越不尊重电影了对不起！不过片子感觉真不错(加深愧疚感)，没有错过洞穴吻戏船戏斗法，肉感做得不错，小白.腰..侧乳…不错不错看得蛮羞耻的喜欢…如果有续集：缘灭，一定好好继续支持走起。那只汪哈哈哈可爱，小青有点小失控，男猪最会找生门，生门一说指阴道。今晚我必须恢复跑步了。
165,https://www.douban.com/people/52763172/,北海道 花系,30,2019-01-16 18:02:21,6,能看到制作组的诚意，但是如果说是“国漫之光”，那还是言过其实。女主建模明显的网红脸，蛇精脸（锥子脸），审美疲劳，但是毕竟她确实是一只蛇精，好像也没什么问题。男主角有点像胡歌。风景不错，剧情一般，成人向动画，新白娘子传奇前传，转折有些突兀。
166,https://www.douban.com/people/echosilver/,正弦大波,50,2019-01-13 20:50:01,19,"追光的第四部片，一直和部分前同事有些联系，也因为前几部作品对这个公司的未来发深深担忧。中国CG动画到了这个时代，虽然部分作品表现亮眼，但观众对于影片颗粒度的sense还是非常低，大部分成人对于动画更是天然抵触。很欣喜的是，经过5年的打击，追光终于物色出了一套具有商业价值的艺术作品模型。《白蛇：缘起》无论是从受众对于IP的了解、对于国漫的信心加固再到整个电影的完成度、故事的叙述，都化繁为简，一气呵成。虽然已经离职4年，也不再在电影行业工作，但心中的电影梦一直冉冉不灭，也因为这样优秀的作品而重燃内心炽热复杂的情绪。尽管这部电影的票房可能没法那么理想，也非常祝福追光这一路收获的成绩。""嘲讽、坍塌到重建都是人生，追逐内心的光。”P.S. 从现在开始，动画档类终于值得我单独建一个“追光""的标签了。"
167,https://www.douban.com/people/qsxiao/,萧秋水,40,2019-01-31 14:52:55,3,超出预料的好，本来并没兴趣去看，因为有一张电影券要到期了，临时起意，结果却被震动和感动。虽然有较多模仿的痕迹，但是国产动画能够做到这个地步，已经是让人非常欣慰了。故事很好，人物塑造成功，喜欢看到一个有勇有智的许宣，比一贯的软弱形象要更吸引人。白蛇的塑造反而感觉略微薄弱，失忆梗有点老套。狗狗实在太萌了！
168,https://www.douban.com/people/hulangbaiyue/,胡二,40,2019-01-15 18:46:14,6,3.5星，新白娘子传奇前传，低配版李逍遥跟陶奕希版白蛇，狐姐跟橘里橘气的小青是亮点，背景美如画，故事有点低幼，二蛇斗小道场景不错，boss最后的黑化猝不及防，期待下一部《白蛇：缘灭》
169,https://www.douban.com/people/Zazai/,张隐,30,2019-01-13 00:39:20,13,可以让形象设计总监少看点网红视频，锥子脸大长腿的看多了没啥好处。
170,https://www.douban.com/people/xiaohuanxiong/,L+,50,2019-01-11 12:18:49,27,良辰美景奈何天
171,https://www.douban.com/people/ludiaoxue/,陆钓雪杜诗镜铨,50,2019-01-29 13:45:02,8,又想起你的脸，朝朝暮暮，漫漫人生路。时时刻刻，看到你的眼眸里，柔情似水。今生缘，来世再续。情何物，生死相许。如有你相伴，不羡鸳鸯不羡仙。开个玩笑：还不懂爱情的孩子才会打三星呀。 四星电影。
172,https://www.douban.com/people/159372481/,鲁大师,20,2019-01-15 20:48:44,20,剧情太水
173,https://www.douban.com/people/122738024/,FrozenElsa,30,2019-03-04 23:05:51,2,【6.0】叙事烂如屎，大鱼海棠同级的烂。不同的是至少白蛇我还可以得到生理满足，加一星。场景美术尚可，不过就是走马观花罢了。人物0塑造，生死离别各种渲染还不如片尾一小段经典音乐来的情怀感人。
174,https://www.douban.com/people/4370686/,鲸鱼君,30,2019-01-10 17:33:24,3,《白蛇：缘起》：拍《白蛇传》前传原本很取巧，但却仍然没有讲出个吸引人的故事。处处都往白蛇传上靠，却又不伦不类，宝青坊有日本妖怪风格，生离死别又有泰坦尼克既视感，大战场面又成漫威奇观，还有各种生硬的闪回。技术已经没有问题，就差打磨出好内容了。这是个成人动画，有男女主角亲密戏。★★☆
175,https://www.douban.com/people/luxifaer/,不惧注销,30,2019-03-06 16:21:23,3,谢安弈棋，闻淮上利害不异常人，世说新语称其“雅量”，晋书说其“欢喜如童，履齿竟折”，古典时期的潇洒恬淡实际上是主体面对着不能承受之重时的态度，柳宗元独钓寒江雪也是很寂寞的——所以女主那个状态还算是对的，男主从出来就不对，整部戏里莫名讨厌，可见现在这帮玩古风的已经基本把庄周理解成了心灵鸡汤。
176,https://www.douban.com/people/161704364/,HarperYug,30,2019-03-04 12:24:32,1,剧情而言仿佛看到了上个世纪的影子，自己看完才知道是白蛇传的前传啊~剧情什么的东拼西凑，乱七八糟，想一出就是一出。总感觉四处透露着阴阳师的影子，只是把白蛇刻画的好美，忍不住想凑前喊一声：“姑姑，我是过儿呀”。
177,https://www.douban.com/people/147019613/,罗夏,40,2019-03-12 10:32:45,2,"7/10，技术水准不低，值得肯定。
前世，《白蛇:缘起》。
今生，《法海:缘灭》。"
178,https://www.douban.com/people/marukon/,伽罗枕,30,2019-01-14 15:04:02,10,"设定有心了。永州之野的捕蛇人，晚唐的道教崇拜和求仙背景以衔接白蛇本传500年后的故事时代。
但故事还是讲的太简单，总的来说就是唐人的早期仙侠剧风，依旧执着于人妖之别。其实既然做了成人向不如在故事上花点力气。虽然不喜欢许仙的懦弱，可男主魔改鸡汤恋爱脑也是吃不消。主人公的情感互动变化，情节转折都太生硬，配角又过于脸谱化和前后不一致。作为反派出现的国师和蛇母智商太低逻辑简单，又不扛打。
人物画面虽然感觉花了不少钱，可远景还行特写细节不够。场景也很真实好看，宝青坊的设定尤为精彩，但总体来说还是比较粗糙的网游风。人类走路的姿势诡异,动态镜头又晃得太厉害，感觉无形的画外音一直在说“我真的用心了快夸我”。而且小白的脸为什么捏得那么像杨超越2333
这是第三次吃八组安利失败，下次一定要谨慎再谨慎。"
179,https://www.douban.com/people/misshjz/,阿丽獭,30,2019-01-16 01:41:03,4,为什么有一种看黄漫画家上岸作的感觉，充满恋足人兽furry爬虫类兽迷等等丰富又奇怪的瑟琴意味……感觉导演应该看过巴霍巴利王（无视重力和物理定律和一夜情镜头）玩过猛汉（蛇母像个雌火龙）玩过仙剑（简直像李逍遥和赵灵儿反过来）狐狸精的设定和足控福利不错👍总之还行，国产加油！
180,https://www.douban.com/people/ghostinyourskin/,披着人皮的鬼,40,2019-01-11 10:43:14,16,多给一分 鼓励外更多的是期许 人物面部细节动作虽然有进步但也肉眼可见的巨大进步空间 希望在现有的技术上 中国能趟出一条独立于大厂尤其皮克斯外的东方审美
181,https://www.douban.com/people/firenze/,夜的蘑菇🍄,20,2019-01-12 10:54:44,6,何须问，浮生情，五百年后，再续前缘，一时欢情，抵过千年修行，一夜欢愉，轮回百年仍记得，爱情的魔力，让人化妖，妖变人，几世不悔。
182,https://www.douban.com/people/168968810/,( ͡° ͜ʖ ͡°)✧,30,2019-01-18 20:50:48,5,......喜欢直女没有好下场？（小青好惨
183,https://www.douban.com/people/78957039/,维雪魂,40,2019-01-11 20:38:28,17,运镜够出色让人眼前一亮。剧本说不上多优秀，但尽力做到细节丰富，完成度够高，真的很让人意外。华纳动画这些年弄了那么多，没想到除了乐高系列外这部是最好的。
184,https://www.douban.com/people/champloo/,沉默,40,2019-01-16 20:29:36,4,"之前总觉得追光的审美又土又丑…每一部虽然都在进步但直男配色和丑怪的人设真耽误这顶级的制作…这次人设、色彩、镜头语言都上来了，尤其水上的几个处理美不胜收，美学品位提升。
以往三部都存在一个问题，想表达的太多，反而在叙事上重点不明确，故事重心详略不当，什么都想说，劲儿太均衡。这次克制住了，只讲完整一个故事，不展开太多，所以感觉非常商业化的舒适。故事站在巨人的肩膀上合理联想，主题寻常但不庸俗。彩蛋令人期待后续狐妖系列。
总体来说这次在定位上摆脱了全年龄子供向的紧箍咒，目标受众是青年观众而非家长带孩子，不再做反思向、教育性内涵，迎合青年观众做成纯商业向仙侠动作元素的爱情片，社交媒体口碑爆炸本质是因为这次定位的改变。"
185,https://www.douban.com/people/jojoorc/,JOJOORC/Z,30,2019-01-17 22:07:09,4,是不容易，画面很棒，但故事和台词夸不了，人设也难受，卖肉卖得心酸。希望回本。
186,https://www.douban.com/people/weiailong/,DA.V,50,2019-01-20 15:35:28,1,求断桥相会那段BGM和女声合唱的片尾曲
187,https://www.douban.com/people/139964679/,空山,30,2019-01-15 14:33:22,7,"1.追光，仍然战斗在浪费团队和技术的第一线。发下毒誓，绝不做出好故事，谁先做出来谁TM是王八蛋。
2.前40分钟，精力主要用在对抗角色面瘫、眼神空洞、口型混乱、硅胶质感、漂浮不定所带来的不适。后一个小时的打戏真好看。师父的大锅饭练功法也有点意思。
3.确实成人向，裙子开叉到大腿根、衣衫撕破露出半圆乳房，还加了亲热戏。最可怕的是宝青坊老板娘，孩子身形，袒胸露腿，很不适啊！所有的性相关成人内容都令人不适。"
188,https://www.douban.com/people/sleepymia/,sleepy Mia,40,2019-03-05 11:34:33,3,你跟我说这个完美男友过阵子就变成许仙那种人？？？我的内心是拒绝的。
189,https://www.douban.com/people/warmsunny/,暖晴,50,2019-03-05 21:37:11,1,旧瓶装新酒，惊喜之作
190,https://www.douban.com/people/69197691/,WallE,20,2019-01-18 13:27:12,19,捕，捕蛇者说？男主脸就是一般武侠剧男主的脸，女主脸就是网红脸，看一次忘一次。剧情乱七八糟，毫无逻辑可言，除了画面精致，优点乏善可陈，所谓成人电影不是女性裸露身体，说话吊嗓子就是成人电影。带着期待去，看到一半只想刷手机。
191,https://www.douban.com/people/145479136/,( •̀∀•́ ),40,2019-01-25 13:11:10,6,无论他还记不记得我，我都要找到他，因为我记得
192,https://www.douban.com/people/141115309/,予己一书,40,2019-01-12 16:22:09,12,完爆大圣几条街。画面非常美，但是打斗跟开玩笑一样，蛇精boss跟国师没露面时感觉真牛批，但是还没干两下就趴了，跟漫威宇宙高潮打斗时一样闹着玩似的。本想打三星，但是结尾断桥遇许仙画面太美加一星。
193,https://www.douban.com/people/shuixia1825/,水怪,30,2019-01-20 15:54:39,3,唐末屁民苦于抵税，然后就宋朝了…
194,https://www.douban.com/people/59291955/,丹朱AI🌵,30,2019-03-21 10:46:20,2,《白蛇传》的前传是《捕蛇者说》，这个构思非常神。
195,https://www.douban.com/people/yome/,Yome,30,2019-01-24 09:02:51,2,還是很像遊戲...而且真的不太像電影
196,https://www.douban.com/people/45008619/,高仿外壳,40,2019-03-06 02:16:54,3,不必修行千年，遇见你的瞬间，便已修成正果。何必四海八荒，拥有你的深情，就是沧海桑田。天道无情红尘有爱，人妖殊途结局难改。匆匆美梦奈何天，爱到深处了无怨。谁不想得道飞仙，谁不怕形神俱灭，只是这至真至纯的爱，实在是太过耀眼。纵然浮生如梦，只盼缘再起时，西湖畔共擎一伞，逍遥游天地之间。
197,https://www.douban.com/people/170141647/,百里即墨殇,40,2019-03-04 23:42:07,3,画面又美，又温情，情节也好看，特效也好，结尾还来了波回忆杀
198,https://www.douban.com/people/jundle/,盲忙,30,2019-01-12 13:50:12,5,还不错的改编，想看徐克拍真人版。
199,https://www.douban.com/people/ShortyChen/,陈矮,30,2019-01-11 18:37:43,13,总觉得导演有什么不得了的见解要发表
200,https://www.douban.com/people/178129399/,胡姆胡姆库鲁库,10,2019-01-12 11:26:45,18,垃圾垃圾垃圾垃圾！！！一股他妈的廉价国产剧风，白蛇长他妈个网红脸性格矫情的跟屎一样，我他妈第一次知道动画片能他妈尴尬成这样！！！恶心的死在电影院里！！！
201,https://www.douban.com/people/3082910/,文尔,40,2019-03-05 08:04:51,1,文戏唯美武戏大气。大爱狐妖桥段。中点床戏很突然，完事后白蛇突然提分手略生硬。剪辑有几处明显凌乱好像镜头不够用。可喜的是影片做出了国际顶级制作也捏不出来的古风神韵，《白蛇》在制作成熟度上远不及《久保与二弦琴》，但私更喜欢《白蛇》的纯情与香艳。
202,https://www.douban.com/people/csee1121/,一郁知秋,50,2019-01-11 14:51:32,28,"世间多的是两条腿的恶人，长了条尾巴又如何？！
不忘前世，共约今生。
中国的古代文化真的有太多值得拍的故事了。
"
203,https://www.douban.com/people/lm498521969/,李濛Lemon,40,2019-01-28 12:57:14,5,看得非常动情，掬了一把老泪。改编很成功，角色从外表到性格都比较符合现代审美取向。相比过去各个影视改编版本，《缘起》最大的贡献是坐实了青蛇是娘T，而且是一个外冷内热隐忍付出的抖M娘T。
204,https://www.douban.com/people/Michelyang/,无鬼斋,40,2019-03-09 20:24:52,0,做了个梦
205,https://www.douban.com/people/3322566/,水浒三国金刚,40,2019-02-03 16:29:36,0,新白娘子传奇前传
206,https://www.douban.com/people/dum/,dum没头脑,50,2019-01-17 13:35:03,3,有画面 有构思 有故事 对于每到放假无限循环看新白娘子传奇的我简直意义非凡
207,https://www.douban.com/people/165379620/,麻辣香水鱼,40,2019-01-20 23:52:11,4,值得一看，超喜欢，画面和感情线都好美的。
208,https://www.douban.com/people/10345879/,赵启辰,40,2019-01-19 18:24:49,6,做得真棒啊，国产动画彻底崛起了
209,https://www.douban.com/people/juyi214/,易,40,2019-01-31 23:18:43,2,结尾出现许仙的时候，我被打动了，就这么简单。
210,https://www.douban.com/people/51763291/,namine,40,2019-01-13 17:22:16,2,没想到在大黄蜂，奎迪，fate来势汹汹的时候，我独独被安利了这部，看完之后心情也很复杂，一方面感动于国内仍有这样不卖弄情怀，认真做动画的人，尤其技术不赖，亮点不少，结尾居然真的哭了；但另一方面又不能接受剧情，虽然挑不出大毛病，但就是觉得哪里不对；而建模也是老生常谈，2D还能眼前一亮，3D就还是看不下去，尤其女性角色总想做的风情却格格不入，也不知是导演刻板印象还是真的审美不行，总之人物建模和剧情是追光的老问题了，希望下次能改。
211,https://www.douban.com/people/140045717/,李一桐,40,2019-03-12 13:25:21,2,画面bgm很唯美动人，故事情节虽稍显简单突兀，但居然能自圆其说，能够比较好的承接接下来的白蛇与许仙的故事，很不错了。
212,https://www.douban.com/people/Viccore/,○Ⅴ○,50,2019-01-12 20:18:46,13,前世的许仙透着一股迷人的侠气、目睹白蛇真身后痴心不改，不惜化妖；并且在每个副本中出心出力，很多时候起到了关键性作用。这个“许宣”强行篡改了今生许仙的人设，可是也弥补了许仙全部的不足，满足了观众对大男主的期待。至少我对这个改动相当满意。美术和画面也值得称赞，每帧都可以截成桌面。
213,https://www.douban.com/people/Kiddieyi/,山人阿苍苍,40,2019-01-06 00:20:00,14,谢天谢地这次追光终于在《白蛇：缘起》中学会了叙事，经历过前几次失望的本人简直有点热泪盈眶。许宣一反传统的元气少年人设带感，宝青坊的设定与视觉呈现鬼魅惊艳，开头的水墨+三维画风极美，但宝塔一夜两人发生关系的处理没必要真的没必要！！！以及各路反派过于脸谱化了，小白与许宣生死诀别那里也稍显啰嗦了。但怎么港，一听到老船夫唱起熟悉的调子，一看到结尾的西湖美景三月天，这前世今生的情深还是立起来了。
214,https://www.douban.com/people/64213791/,爆米花教主,30,2019-03-05 14:19:34,0,超越追光前三部，比《风语咒》优秀，至于什么国漫崛起赶超好莱坞的自我催眠式陶醉，还是省省吧
215,https://www.douban.com/people/25575565/,mysticark,40,2019-01-19 12:57:52,4,画面和音乐都做得非常不错。剧情上存在未解释清楚的地方，中期转折后的情节显得有些混乱。不过对于国产动画来说，这已是值得肯定的一部作品了。
216,https://www.douban.com/people/shoegazerbaby/,shoegazerbaby,40,2019-03-20 05:53:52,0,节奏太赶，修仙精髓都没抓对，情劫历炼，转世轮回，本该是个可以很飘渺的中国神话，却变成好莱坞式爱的套路可惜了，几场作法大战终于扳回了点国风韵味，结尾催泪，ED《前世今生》搭配白娘子的后续小插画真是情怀够够的了，加分鼓励
217,https://www.douban.com/people/redorange1989/,凛冽的阳光,50,2019-02-01 19:19:39,3,里程碑式作品，业界标杆，中国新一代的动画希望由此开始~~~当然，第一次白蛇身上的丝带被风吹起时的动态效果还有待调整，表现的不准确，应该是完全飞起，而不是上半截像安了铁丝，下半截在那飘~
218,https://www.douban.com/people/4217792/,Squidward,30,2019-01-20 13:28:38,6,国产动漫真的太爱构建一个庞大的世界观 然后无可避免的不是顾此失彼就是解释不好 用大托小在我这不是很讨喜反正 被吹过头了 期望自然高 观感无可避免的差 口型有硬伤 蛇皮的材质也太闪太滑了 看到最后我的眼泪依旧不值钱
219,https://www.douban.com/people/IantoJones/,萨嘎摩多熊猫桑,30,2019-01-26 11:07:37,2,3星，其实很想给4星鼓励，毕竟确实有进步。把原版故事牧童救白蛇和一千多年后白素贞报恩的戏份重点调换其实是很聪明的改编手法，原创又不脱离原来的故事，会让人感觉其实是白娘子传奇的前传。然而这个剧情，还是只适合小朋友看，但大胆的表现手法又比较成人化，这个点很尴尬。
220,https://www.douban.com/people/lunababe/,狐狸新聞,30,2019-01-27 21:19:49,1,最后三十秒的画面和音乐强行加分！许宣比许仙可爱耿直多啦！白娘子是报恩来的！
221,https://www.douban.com/people/lazzaro/,老罗Lazzaro,40,2019-03-06 20:34:04,0,构图精美画风细腻的白蛇前传，接上熟悉的断桥相会与插曲泪目，两人的不离不弃转变有些生硬。2019年动画类电影第一份惊喜。
222,https://www.douban.com/people/47436584/,子龙,50,2019-01-16 23:44:16,5,"国产动画电影还是有希望的。
剧情合格，但是多处转折比较突兀，该学习一下《大圣归来》。
画风不错，就是人物普遍没有表情。
狗的表情最丰富。
女主有着迪士尼公主的脸庞。"
223,https://www.douban.com/people/weipeng1986/,约翰尼先森,40,2019-02-01 22:52:56,4,继《新白》《青蛇》后，我能接受并喜欢的第三个白蛇故事！片尾音乐响起泪奔！画面上乘，动作设计看的出很用心，故事虽套路却讨喜，不乏新意又与致敬均衡的恰到好处，留一星给下一部的进步空间！期待国漫崛起！
224,https://www.douban.com/people/kangbaohong/,康报虹,30,2019-03-04 21:40:56,8,今年上半年，中美合拍的《白蛇：缘起》进入了大众视线，真正做到了文体两开花，那么9102年底，中美合拍的《西游记》能开机吗？
